source_frame,driving_video
/data/fhongac/origDataset/vox1_frames/test/id10283#arklnCzCq48#005926#006950.mp4/0000754.png,/data/fhongac/origDataset/vox1/test/id10281#FL2UicCNcwI#001076#001150.mp4
/data/fhongac/origDataset/vox1_frames/test/id10290#cIi74VD0LF0#001108#001207.mp4/0000108.png,/data/fhongac/origDataset/vox1/test/id10282#neQO6_CUY4w#001043#001882.mp4
/data/fhongac/origDataset/vox1_frames/test/id10286#9K2YB1d8BqY#003395#003502.mp4/0000053.png,/data/fhongac/origDataset/vox1/test/id10283#j8UugkSTzzk#003016#003315.mp4
/data/fhongac/origDataset/vox1_frames/test/id10280#XiKRlssBw2M#002006#002397.mp4/0000033.png,/data/fhongac/origDataset/vox1/test/id10291#kt4P4cyTpWQ#005725#005977.mp4
/data/fhongac/origDataset/vox1_frames/test/id10283#Ma_3RlzPUOM#003423#003642.mp4/0000205.png,/data/fhongac/origDataset/vox1/test/id10287#V0ubcXO71Sg#005153#005311.mp4
/data/fhongac/origDataset/vox1_frames/test/id10281#NHARUN9OhSo#006609#006906.mp4/0000097.png,/data/fhongac/origDataset/vox1/test/id10291#4aLg_keiGHw#000871#001068.mp4
/data/fhongac/origDataset/vox1_frames/test/id10281#NHARUN9OhSo#002209#002570.mp4/0000012.png,/data/fhongac/origDataset/vox1/test/id10282#qkZNuvX1UNo#001302#001484.mp4
/data/fhongac/origDataset/vox1_frames/test/id10287#RfDogGJ-UnM#000900#000988.mp4/0000059.png,/data/fhongac/origDataset/vox1/test/id10281#ni6gO5jDLJE#001027#001146.mp4
/data/fhongac/origDataset/vox1_frames/test/id10287#MHoaMi5hKkE#001008#001291.mp4/0000300.png,/data/fhongac/origDataset/vox1/test/id10281#ni6gO5jDLJE#004902#005086.mp4
/data/fhongac/origDataset/vox1_frames/test/id10285#m-uILToQ9ss#005975#006087.mp4/0000116.png,/data/fhongac/origDataset/vox1/test/id10280#XiKRlssBw2M#000330#001148.mp4
/data/fhongac/origDataset/vox1_frames/test/id10287#V0ubcXO71Sg#005153#005311.mp4/0000062.png,/data/fhongac/origDataset/vox1/test/id10282#qkZNuvX1UNo#003837#004064.mp4
/data/fhongac/origDataset/vox1_frames/test/id10283#j8UugkSTzzk#004348#004879.mp4/0000597.png,/data/fhongac/origDataset/vox1/test/id10280#XiKRlssBw2M#002006#002397.mp4
/data/fhongac/origDataset/vox1_frames/test/id10291#4aLg_keiGHw#001631#001901.mp4/0000125.png,/data/fhongac/origDataset/vox1/test/id10292#57KbI2UvGss#006644#006763.mp4
/data/fhongac/origDataset/vox1_frames/test/id10289#GIhCMsZrHF0#000963#001096.mp4/0000041.png,/data/fhongac/origDataset/vox1/test/id10283#r9-0pljhZqs#003725#003847.mp4
/data/fhongac/origDataset/vox1_frames/test/id10284#Rzpm9hlXV6I#005604#005821.mp4/0000077.png,/data/fhongac/origDataset/vox1/test/id10286#isKyMAYUOgg#011210#011721.mp4
/data/fhongac/origDataset/vox1_frames/test/id10292#ENIHEvg_VLM#017962#018071.mp4/0000007.png,/data/fhongac/origDataset/vox1/test/id10283#N69Hp2DGMLk#000721#000842.mp4
/data/fhongac/origDataset/vox1_frames/test/id10280#XiKRlssBw2M#000330#001148.mp4/0000085.png,/data/fhongac/origDataset/vox1/test/id10287#4oOmqI1myzY#000381#000729.mp4
/data/fhongac/origDataset/vox1_frames/test/id10281#ni6gO5jDLJE#000045#000170.mp4/0000052.png,/data/fhongac/origDataset/vox1/test/id10285#m-uILToQ9ss#005850#005975.mp4
/data/fhongac/origDataset/vox1_frames/test/id10291#TMCTm7GxiDE#003459#003580.mp4/0000101.png,/data/fhongac/origDataset/vox1/test/id10284#Rzpm9hlXV6I#008487#008631.mp4
/data/fhongac/origDataset/vox1_frames/test/id10289#8l5ZnDf-FUA#008599#008959.mp4/0000056.png,/data/fhongac/origDataset/vox1/test/id10285#m-uILToQ9ss#003683#004017.mp4
/data/fhongac/origDataset/vox1_frames/test/id10285#m-uILToQ9ss#003561#003669.mp4/0000117.png,/data/fhongac/origDataset/vox1/test/id10286#ZAK9gLYNqPs#004482#004798.mp4
/data/fhongac/origDataset/vox1_frames/test/id10289#3g9CjhcNEWk#004606#004846.mp4/0000138.png,/data/fhongac/origDataset/vox1/test/id10286#isKyMAYUOgg#007446#007605.mp4
/data/fhongac/origDataset/vox1_frames/test/id10290#cIi74VD0LF0#001108#001207.mp4/0000018.png,/data/fhongac/origDataset/vox1/test/id10289#zFii0ROZZjc#002582#002807.mp4
/data/fhongac/origDataset/vox1_frames/test/id10290#gTbcgoYXWdU#000481#000592.mp4/0000071.png,/data/fhongac/origDataset/vox1/test/id10284#YN4cTBWM-QE#021729#021933.mp4
/data/fhongac/origDataset/vox1_frames/test/id10291#TMCTm7GxiDE#000938#001564.mp4/0000429.png,/data/fhongac/origDataset/vox1/test/id10284#YN4cTBWM-QE#020799#021121.mp4
/data/fhongac/origDataset/vox1_frames/test/id10284#Rzpm9hlXV6I#005604#005821.mp4/0000135.png,/data/fhongac/origDataset/vox1/test/id10290#gTbcgoYXWdU#000698#001023.mp4
/data/fhongac/origDataset/vox1_frames/test/id10290#gTbcgoYXWdU#004460#004582.mp4/0000095.png,/data/fhongac/origDataset/vox1/test/id10286#DPPq8w5ILrA#001042#001400.mp4
/data/fhongac/origDataset/vox1_frames/test/id10282#Zbz058o9j6s#003175#003420.mp4/0000278.png,/data/fhongac/origDataset/vox1/test/id10292#ENIHEvg_VLM#016288#016407.mp4
/data/fhongac/origDataset/vox1_frames/test/id10286#DPPq8w5ILrA#003930#004117.mp4/0000097.png,/data/fhongac/origDataset/vox1/test/id10280#NXjT3732Ekg#001093#001192.mp4
/data/fhongac/origDataset/vox1_frames/test/id10292#57KbI2UvGss#009507#009595.mp4/0000001.png,/data/fhongac/origDataset/vox1/test/id10290#cIi74VD0LF0#003228#003677.mp4
/data/fhongac/origDataset/vox1_frames/test/id10285#m-uILToQ9ss#003561#003669.mp4/0000052.png,/data/fhongac/origDataset/vox1/test/id10283#p5g1heXp34o#004025#004216.mp4
/data/fhongac/origDataset/vox1_frames/test/id10283#vaK4t1-WD4M#026218#026372.mp4/0000025.png,/data/fhongac/origDataset/vox1/test/id10289#GIhCMsZrHF0#000741#000913.mp4
/data/fhongac/origDataset/vox1_frames/test/id10287#4oOmqI1myzY#000153#000298.mp4/0000028.png,/data/fhongac/origDataset/vox1/test/id10281#NHARUN9OhSo#006609#006906.mp4
/data/fhongac/origDataset/vox1_frames/test/id10291#d2Lasybvo7s#000298#000704.mp4/0000296.png,/data/fhongac/origDataset/vox1/test/id10281#NHARUN9OhSo#007425#007663.mp4
/data/fhongac/origDataset/vox1_frames/test/id10284#Uzxv7Axh3Z8#019680#019858.mp4/0000029.png,/data/fhongac/origDataset/vox1/test/id10285#FUqAFZmZJ80#002494#002681.mp4
/data/fhongac/origDataset/vox1_frames/test/id10292#ENIHEvg_VLM#009808#009917.mp4/0000032.png,/data/fhongac/origDataset/vox1/test/id10280#NXjT3732Ekg#001093#001192.mp4
/data/fhongac/origDataset/vox1_frames/test/id10280#XiKRlssBw2M#000330#001148.mp4/0000514.png,/data/fhongac/origDataset/vox1/test/id10285#m-uILToQ9ss#006301#006496.mp4
/data/fhongac/origDataset/vox1_frames/test/id10289#sf4uMnkYFG8#006920#007944.mp4/0000077.png,/data/fhongac/origDataset/vox1/test/id10291#d2Lasybvo7s#004279#004756.mp4
/data/fhongac/origDataset/vox1_frames/test/id10284#EoCPhxtWUOc#002260#002691.mp4/0000447.png,/data/fhongac/origDataset/vox1/test/id10283#r9-0pljhZqs#013743#013963.mp4
/data/fhongac/origDataset/vox1_frames/test/id10284#EoCPhxtWUOc#002260#002691.mp4/0000333.png,/data/fhongac/origDataset/vox1/test/id10283#H4mDLFeGpLU#001840#002218.mp4
/data/fhongac/origDataset/vox1_frames/test/id10291#kt4P4cyTpWQ#001106#001234.mp4/0000018.png,/data/fhongac/origDataset/vox1/test/id10284#Rzpm9hlXV6I#005604#005821.mp4
/data/fhongac/origDataset/vox1_frames/test/id10291#98qWWArcL3Y#006340#006642.mp4/0000100.png,/data/fhongac/origDataset/vox1/test/id10287#bP0bKbQQlzc#003638#003940.mp4
/data/fhongac/origDataset/vox1_frames/test/id10283#vaK4t1-WD4M#010562#010679.mp4/0000075.png,/data/fhongac/origDataset/vox1/test/id10291#iPZGPcrYIZs#002797#003299.mp4
/data/fhongac/origDataset/vox1_frames/test/id10290#jjzisko126k#001017#001182.mp4/0000085.png,/data/fhongac/origDataset/vox1/test/id10289#3g9CjhcNEWk#004606#004846.mp4
/data/fhongac/origDataset/vox1_frames/test/id10280#XiKRlssBw2M#002515#002899.mp4/0000164.png,/data/fhongac/origDataset/vox1/test/id10290#KacOkTDTi-g#000035#000595.mp4
/data/fhongac/origDataset/vox1_frames/test/id10291#7lrVxsJOOZ4#005563#005772.mp4/0000044.png,/data/fhongac/origDataset/vox1/test/id10282#Zbz058o9j6s#003945#004076.mp4
/data/fhongac/origDataset/vox1_frames/test/id10285#m-uILToQ9ss#006301#006496.mp4/0000032.png,/data/fhongac/origDataset/vox1/test/id10292#57KbI2UvGss#011687#011827.mp4
/data/fhongac/origDataset/vox1_frames/test/id10290#jjzisko126k#001017#001182.mp4/0000035.png,/data/fhongac/origDataset/vox1/test/id10283#j8UugkSTzzk#001255#001361.mp4
/data/fhongac/origDataset/vox1_frames/test/id10284#Rzpm9hlXV6I#008487#008631.mp4/0000109.png,/data/fhongac/origDataset/vox1/test/id10289#3g9CjhcNEWk#004001#004462.mp4
/data/fhongac/origDataset/vox1_frames/test/id10280#XiKRlssBw2M#000330#001148.mp4/0000271.png,/data/fhongac/origDataset/vox1/test/id10287#V0ubcXO71Sg#005153#005311.mp4
/data/fhongac/origDataset/vox1_frames/test/id10289#zFii0ROZZjc#002582#002807.mp4/0000134.png,/data/fhongac/origDataset/vox1/test/id10281#FL2UicCNcwI#002368#002474.mp4
/data/fhongac/origDataset/vox1_frames/test/id10290#gTbcgoYXWdU#001835#001985.mp4/0000008.png,/data/fhongac/origDataset/vox1/test/id10284#Rzpm9hlXV6I#005604#005821.mp4
/data/fhongac/origDataset/vox1_frames/test/id10282#Zbz058o9j6s#004557#004656.mp4/0000049.png,/data/fhongac/origDataset/vox1/test/id10292#ENIHEvg_VLM#011254#011356.mp4
/data/fhongac/origDataset/vox1_frames/test/id10289#8l5ZnDf-FUA#007642#007754.mp4/0000081.png,/data/fhongac/origDataset/vox1/test/id10285#FUqAFZmZJ80#001889#001989.mp4
/data/fhongac/origDataset/vox1_frames/test/id10280#XiKRlssBw2M#002006#002397.mp4/0000251.png,/data/fhongac/origDataset/vox1/test/id10290#cIi74VD0LF0#000811#001065.mp4
/data/fhongac/origDataset/vox1_frames/test/id10281#ni6gO5jDLJE#004685#004875.mp4/0000194.png,/data/fhongac/origDataset/vox1/test/id10286#J37FfHHefdc#000455#000592.mp4
/data/fhongac/origDataset/vox1_frames/test/id10287#bP0bKbQQlzc#000799#001179.mp4/0000126.png,/data/fhongac/origDataset/vox1/test/id10285#FUqAFZmZJ80#002895#003020.mp4
/data/fhongac/origDataset/vox1_frames/test/id10280#XiKRlssBw2M#001538#002000.mp4/0000383.png,/data/fhongac/origDataset/vox1/test/id10281#NHARUN9OhSo#002209#002570.mp4
/data/fhongac/origDataset/vox1_frames/test/id10284#YN4cTBWM-QE#021127#021712.mp4/0000471.png,/data/fhongac/origDataset/vox1/test/id10286#isKyMAYUOgg#000362#000570.mp4
/data/fhongac/origDataset/vox1_frames/test/id10292#57KbI2UvGss#016375#016489.mp4/0000008.png,/data/fhongac/origDataset/vox1/test/id10285#FUqAFZmZJ80#006862#007028.mp4
/data/fhongac/origDataset/vox1_frames/test/id10287#bP0bKbQQlzc#004126#004455.mp4/0000261.png,/data/fhongac/origDataset/vox1/test/id10286#DPPq8w5ILrA#002720#002883.mp4
/data/fhongac/origDataset/vox1_frames/test/id10280#XiKRlssBw2M#002006#002397.mp4/0000222.png,/data/fhongac/origDataset/vox1/test/id10292#57KbI2UvGss#014693#014830.mp4
/data/fhongac/origDataset/vox1_frames/test/id10290#gTbcgoYXWdU#001513#001814.mp4/0000007.png,/data/fhongac/origDataset/vox1/test/id10283#r9-0pljhZqs#014722#014831.mp4
/data/fhongac/origDataset/vox1_frames/test/id10289#Fvm877eQSqE#002663#002802.mp4/0000049.png,/data/fhongac/origDataset/vox1/test/id10287#RfDogGJ-UnM#000988#001052.mp4
/data/fhongac/origDataset/vox1_frames/test/id10287#bP0bKbQQlzc#003288#003417.mp4/0000100.png,/data/fhongac/origDataset/vox1/test/id10292#ENIHEvg_VLM#016288#016407.mp4
/data/fhongac/origDataset/vox1_frames/test/id10289#8l5ZnDf-FUA#008599#008959.mp4/0000265.png,/data/fhongac/origDataset/vox1/test/id10283#cmG1DiHm-fM#002612#002723.mp4
/data/fhongac/origDataset/vox1_frames/test/id10290#gTbcgoYXWdU#004460#004582.mp4/0000051.png,/data/fhongac/origDataset/vox1/test/id10291#kt4P4cyTpWQ#001677#001805.mp4
/data/fhongac/origDataset/vox1_frames/test/id10290#KacOkTDTi-g#000035#000595.mp4/0000276.png,/data/fhongac/origDataset/vox1/test/id10285#FUqAFZmZJ80#016189#016355.mp4
/data/fhongac/origDataset/vox1_frames/test/id10284#Rzpm9hlXV6I#008487#008631.mp4/0000013.png,/data/fhongac/origDataset/vox1/test/id10289#GIhCMsZrHF0#000963#001096.mp4
/data/fhongac/origDataset/vox1_frames/test/id10290#gTbcgoYXWdU#000698#001023.mp4/0000134.png,/data/fhongac/origDataset/vox1/test/id10280#XiKRlssBw2M#000330#001148.mp4
/data/fhongac/origDataset/vox1_frames/test/id10283#vaK4t1-WD4M#007577#007910.mp4/0000393.png,/data/fhongac/origDataset/vox1/test/id10280#XiKRlssBw2M#002515#002899.mp4
/data/fhongac/origDataset/vox1_frames/test/id10286#DPPq8w5ILrA#003930#004117.mp4/0000172.png,/data/fhongac/origDataset/vox1/test/id10290#cIi74VD0LF0#000811#001065.mp4
/data/fhongac/origDataset/vox1_frames/test/id10290#gTbcgoYXWdU#001835#001985.mp4/0000039.png,/data/fhongac/origDataset/vox1/test/id10285#FUqAFZmZJ80#002282#002395.mp4
/data/fhongac/origDataset/vox1_frames/test/id10284#Rzpm9hlXV6I#008487#008631.mp4/0000059.png,/data/fhongac/origDataset/vox1/test/id10283#gAKHqHbNt2g#017692#018552.mp4
/data/fhongac/origDataset/vox1_frames/test/id10291#ibDSPLFJIu0#001886#002335.mp4/0000376.png,/data/fhongac/origDataset/vox1/test/id10290#cIi74VD0LF0#004448#004569.mp4
/data/fhongac/origDataset/vox1_frames/test/id10290#cIi74VD0LF0#001108#001207.mp4/0000109.png,/data/fhongac/origDataset/vox1/test/id10281#NHARUN9OhSo#000605#000886.mp4
/data/fhongac/origDataset/vox1_frames/test/id10281#ni6gO5jDLJE#005216#005364.mp4/0000011.png,/data/fhongac/origDataset/vox1/test/id10290#KacOkTDTi-g#001178#001596.mp4
/data/fhongac/origDataset/vox1_frames/test/id10289#8l5ZnDf-FUA#000563#000701.mp4/0000042.png,/data/fhongac/origDataset/vox1/test/id10283#vaK4t1-WD4M#021064#021192.mp4
/data/fhongac/origDataset/vox1_frames/test/id10282#Zbz058o9j6s#000374#000546.mp4/0000084.png,/data/fhongac/origDataset/vox1/test/id10280#XiKRlssBw2M#002006#002397.mp4
/data/fhongac/origDataset/vox1_frames/test/id10282#Zbz058o9j6s#002664#002764.mp4/0000115.png,/data/fhongac/origDataset/vox1/test/id10289#GIhCMsZrHF0#000314#000456.mp4
/data/fhongac/origDataset/vox1_frames/test/id10281#NHARUN9OhSo#007425#007663.mp4/0000065.png,/data/fhongac/origDataset/vox1/test/id10283#vaK4t1-WD4M#008441#008650.mp4
